"peak","3h-Mon-Rep1","3h-Mon-Rep2","3h-Mon-Rep3","6h-Mon-Rep1","6h-Mon-Rep2","6h-Mon-Rep3","12h-Mon-Rep1","12h-Mon-Rep2","12h-Mon-Rep3"
"chr2_223465610_223466213",8,38,33,14,13,40,24,6,66
"chr2_223957000_223957609",14,51,38,16,30,54,30,9,78
"chr2_224025763_224026388",23,54,52,38,37,43,34,11,86
"chr2_224585138_224586125",21,94,79,53,64,72,56,12,117
"chr2_224948693_224949286",10,16,17,10,14,17,10,3,23
"chr2_224953173_224953701",9,42,25,8,12,24,17,2,36
"chr2_225025866_225026695",10,40,31,15,27,30,21,6,53
"chr2_225041200_225041893",7,23,12,11,14,18,15,3,16
"chr2_225270712_225271259",4,17,22,9,12,23,18,4,36
"chr2_226030975_226031478",9,29,29,16,8,22,10,1,23
"chr2_226136665_226137574",18,56,50,24,21,43,29,6,63
"chr2_226423318_226423923",13,37,17,8,15,32,12,2,32
"chr2_226439255_226439816",4,15,7,3,6,14,11,7,23
"chr2_226701016_226701644",11,36,33,11,20,26,17,4,52
"chr2_226772544_226773120",5,25,21,17,13,22,16,5,36
"chr2_226791378_226791983",8,29,14,12,12,22,12,0,29
"chr2_226835689_226836622",20,88,71,45,41,76,27,19,112
"chr2_227324919_227325944",20,80,51,16,24,50,28,9,66
"chr2_227370596_227371220",1,12,5,5,7,8,7,6,27
"chr2_227451258_227451831",6,16,11,10,4,20,9,6,19
"chr2_227471802_227472385",5,30,17,17,12,21,13,5,34
"chr2_227516873_227517574",3,16,18,11,6,16,12,8,22
"chr2_227818083_227819181",75,287,269,94,107,202,163,53,321
"chr2_227827061_227827560",9,19,14,5,3,10,6,5,12
"chr2_229330824_229331430",14,102,84,35,29,70,40,14,113
"chr2_229415871_229416827",49,152,116,36,65,93,63,24,161
"chr2_229921778_229922953",26,92,85,39,47,62,47,15,83
"chr2_230124155_230124747",1,22,26,20,17,17,10,10,33
"chr2_230415976_230416483",8,16,14,6,11,18,9,3,18
"chr2_230457216_230457818",3,32,21,13,12,28,16,5,35
"chr2_230668331_230668902",12,39,21,15,11,23,12,5,31
"chr2_230712392_230712980",10,53,39,16,31,29,15,8,48
"chr2_231056326_231056853",5,29,18,11,15,19,14,5,27
"chr2_231321523_231322396",9,43,34,10,14,20,21,8,39
"chr2_231463919_231465109",18,79,57,29,39,55,41,12,62
"chr2_231514076_231514700",13,66,60,32,41,46,39,11,62
"chr2_231545354_231546001",20,46,34,30,33,49,39,10,47
"chr2_231613624_231614369",16,57,68,25,28,31,25,5,38
"chr2_231662079_231662705",11,43,53,25,35,48,20,9,47
"chr2_231687124_231687661",10,33,12,7,10,10,9,2,17
"chr2_231706777_231707349",13,65,46,27,39,26,23,3,42
"chr2_231707989_231708689",16,94,60,42,58,72,63,14,101
"chr2_231781015_231781883",23,54,55,28,26,43,28,8,56
"chr2_231786132_231786641",3,21,9,11,11,16,8,1,25
"chr2_232315341_232315980",6,49,31,19,15,29,26,6,50
"chr2_232550144_232550917",10,39,18,22,16,12,15,2,20
"chr2_232696803_232697651",7,39,40,17,31,23,21,5,31
"chr2_233165646_233166370",19,32,26,21,19,24,23,3,47
"chr2_233251262_233251856",3,34,22,12,14,11,18,6,26
"chr2_233331387_233332076",8,39,25,12,18,29,12,10,43
"chr2_233854288_233855004",8,69,26,13,22,25,25,5,41
"chr2_236871301_236871938",12,37,23,8,9,19,22,9,29
"chr2_237085573_237086164",13,37,28,7,16,17,15,4,25
"chr2_237674692_237675241",12,27,23,7,6,11,13,3,19
"chr2_237966455_237967154",5,38,19,22,27,23,26,6,26
"chr2_238060382_238061251",8,51,27,31,30,39,19,9,48
"chr2_238239786_238240327",7,20,17,11,14,19,9,0,13
"chr2_238288623_238289228",12,63,44,27,38,37,26,13,56
"chr2_238426549_238427251",11,43,31,15,20,23,14,6,23
"chr2_239267275_239267824",4,21,14,10,13,13,12,4,15
"chr2_239400989_239401851",36,110,93,41,63,80,60,27,110
"chr2_239910775_239911753",10,32,18,14,12,14,12,2,22
"chr2_240560485_240561477",11,72,28,16,36,27,16,5,53
"chr2_240565736_240566929",11,53,39,27,40,39,22,6,48
"chr2_240586140_240586899",19,33,39,27,43,21,25,3,41
"chr2_240624844_240625643",9,33,26,25,15,25,22,5,44
"chr2_241149169_241150726",21,80,63,42,50,52,30,12,64
"chr2_241314947_241316206",30,97,100,43,91,52,69,25,92
"chr2_241355143_241356425",21,95,57,40,57,60,44,18,63
"chr2_241508414_241509048",11,47,29,31,32,28,13,6,42
"chr2_241637296_241637879",9,29,26,10,17,14,14,3,16
"chr2_241686495_241687284",6,47,39,21,18,28,17,5,34
"chr2_241701098_241702102",14,62,44,20,32,41,13,7,48
"chr2_241734046_241735450",13,51,34,21,29,28,12,8,34
"chr3_1381068_1381662",15,63,46,19,33,55,45,14,74
"chr3_2728256_2728850",6,39,47,6,13,19,25,8,31
"chr3_2908927_2909426",6,23,7,4,11,8,6,5,18
"chr3_3126385_3127452",19,123,87,40,40,83,44,8,91
"chr3_3179400_3180020",19,56,39,30,31,54,26,5,57
"chr3_3578597_3579196",9,44,24,16,16,27,23,8,52
"chr3_3589508_3590105",17,70,63,32,20,57,36,14,65
"chr3_3632368_3632887",10,21,14,5,11,18,13,2,32
"chr3_3745599_3746150",3,16,7,9,8,14,11,7,25
"chr3_3817762_3818372",15,44,30,12,20,44,29,7,70
"chr3_3853478_3854029",12,21,26,5,7,27,16,5,40
"chr3_3862501_3863093",4,25,18,12,10,19,13,2,31
"chr3_4303046_4303767",20,73,39,22,30,48,29,14,70
"chr3_4309602_4310170",2,15,15,6,10,28,20,7,30
"chr3_4322484_4323096",10,23,22,11,12,23,15,4,44
"chr3_4421068_4421644",5,27,24,12,6,25,15,6,33
"chr3_4466794_4467457",11,40,27,13,12,20,11,5,35
"chr3_4474685_4475382",33,70,59,21,34,70,42,15,108
"chr3_4493001_4493611",28,84,82,34,45,93,42,10,117
"chr3_4533598_4534186",13,41,27,12,11,32,11,6,32
"chr3_4741261_4741948",10,20,16,11,13,23,11,1,26
"chr3_4751679_4752673",18,60,38,18,30,34,37,7,73
"chr3_4813806_4815024",13,36,33,14,15,31,20,8,51
"chr3_4831034_4831670",20,84,53,18,27,41,45,12,80
"chr3_4834249_4834798",9,24,26,12,16,24,19,4,21
"chr3_4868136_4869017",24,112,110,34,65,78,61,18,112
"chr3_4978134_4979537",42,268,199,96,97,171,109,34,247
"chr3_5121920_5122951",17,50,38,14,25,34,26,4,61
"chr3_5185916_5186550",24,103,90,25,31,91,66,18,118
"chr3_5187135_5187966",26,116,83,50,42,83,46,20,91
"chr3_5195492_5196068",12,28,28,10,18,42,21,7,41
"chr3_5271189_5271753",5,19,21,11,11,31,20,5,37
"chr3_5426201_5426760",13,29,20,6,9,21,14,4,18
"chr3_5431710_5432322",13,23,28,10,23,24,25,7,33
"chr3_5463875_5464551",15,61,56,18,25,39,30,12,75
"chr3_5656979_5657595",30,170,155,38,62,116,90,41,197
"chr3_6168216_6168803",11,27,27,11,17,22,22,9,27
"chr3_6282808_6283313",7,6,14,6,11,12,10,7,17
"chr3_6526747_6527308",15,69,52,8,32,33,23,11,60
"chr3_7682753_7683301",24,68,68,14,19,43,37,10,59
"chr3_8111084_8111638",4,38,46,13,23,25,21,7,44
"chr3_8239667_8240173",8,18,19,6,8,11,7,6,23
"chr3_8357008_8357603",13,39,42,9,8,23,21,6,34
"chr3_8501447_8502049",10,30,18,9,6,21,7,5,21
"chr3_8578937_8579550",5,34,32,8,11,21,12,6,36
"chr3_8963003_8963770",9,58,32,15,30,24,28,6,42
"chr3_9249392_9249987",10,55,43,17,19,45,21,8,57
"chr3_9362703_9363343",14,36,31,17,20,33,16,3,53
"chr3_9396184_9397732",46,199,164,84,114,143,89,32,195
"chr3_9649097_9649640",8,34,44,17,29,38,25,6,48
"chr3_9715622_9716207",4,27,24,18,16,19,10,5,42
"chr3_9731047_9731960",20,68,52,32,52,63,27,18,69
"chr3_9749540_9750427",26,105,71,51,59,77,54,13,93
"chr3_9779606_9780564",20,88,71,38,34,69,38,9,73
"chr3_9792127_9793290",27,85,59,38,38,41,48,13,61
"chr3_9843745_9844356",5,34,28,20,14,20,20,5,15
"chr3_9890308_9891016",9,28,20,11,13,15,12,5,20
"chr3_9932698_9934153",15,48,65,42,28,51,24,9,79
"chr3_10115269_10115848",5,35,37,21,37,37,32,7,30
"chr3_10141455_10142249",15,39,17,12,15,38,18,4,29
"chr3_10248041_10248623",11,29,27,14,17,28,16,7,43
"chr3_10292479_10293358",9,43,26,15,25,22,20,4,37
"chr3_10320799_10321437",11,23,19,17,11,18,13,4,24
"chr3_10370241_10370950",6,23,11,13,14,16,9,6,16
"chr3_10551852_10552467",15,41,29,14,19,21,19,10,32
"chr3_11096383_11097275",13,24,17,10,16,19,14,4,32
"chr3_11140198_11140867",15,41,30,15,12,27,19,3,36
"chr3_11272040_11272622",6,47,30,16,20,28,27,2,40
"chr3_11288655_11289519",12,19,19,14,12,23,18,3,42
"chr3_11846700_11847283",5,12,10,14,8,11,10,7,17
"chr3_12187304_12188058",7,22,13,11,8,12,6,4,15
"chr3_12458849_12459417",8,21,15,7,10,10,13,6,31
"chr3_12483958_12484830",14,58,32,26,29,30,16,10,40
"chr3_12556632_12557504",10,54,30,21,15,32,22,10,46
"chr3_12663890_12664539",14,49,45,18,16,37,29,8,62
"chr3_12681665_12682312",11,28,17,9,9,31,20,8,31
"chr3_12809876_12810662",9,33,21,10,13,22,12,6,26
"chr3_12999019_12999868",15,21,19,9,13,15,14,4,27
"chr3_13012258_13012771",17,45,25,18,8,26,19,6,36
"chr3_13413885_13414719",29,114,93,52,37,86,64,21,114
"chr3_13479878_13480485",8,20,32,13,19,14,13,4,35
"chr3_14124347_14125228",33,122,89,31,62,70,29,21,90
"chr3_14178141_14179067",21,82,74,37,52,66,32,10,88
"chr3_14278312_14278811",8,34,21,8,10,20,12,5,26
"chr3_14377632_14378258",10,29,22,18,20,20,14,6,33
"chr3_14402147_14402728",13,34,24,15,24,20,21,9,28
"chr3_14410539_14411194",10,38,18,9,7,33,23,10,35
"chr3_14431514_14432701",18,77,54,31,30,49,30,13,65
"chr3_14651327_14651922",28,94,83,22,51,82,52,13,94
"chr3_14948015_14948774",15,80,66,24,54,90,50,15,76
"chr3_15098856_15099477",13,40,20,22,9,25,29,4,34
"chr3_15205722_15206930",20,49,50,24,45,36,28,13,44
"chr3_15271666_15272268",12,26,22,18,18,20,15,0,32
"chr3_15601334_15602270",32,128,110,58,71,97,64,22,130
"chr3_15859451_15860108",9,28,18,12,19,20,11,7,26
"chr3_15964610_15965109",1,11,5,6,3,9,7,5,9
"chr3_16253455_16254098",12,49,27,17,12,26,30,6,56
"chr3_16264437_16265431",36,122,104,47,75,113,56,25,149
"chr3_16311727_16312431",11,28,19,9,9,23,15,7,20
"chr3_16504253_16504805",5,20,7,9,6,9,14,6,30
"chr3_16841799_16842828",11,33,25,16,15,22,24,11,45
"chr3_17741911_17743127",39,154,127,71,59,118,69,17,156
"chr3_17850266_17850929",5,30,24,9,9,18,15,8,44
"chr3_17905877_17906474",5,23,18,8,8,18,12,6,29
"chr3_17964022_17964591",9,32,33,11,10,22,8,6,34
"chr3_17982993_17983649",10,55,35,30,13,33,22,10,52
"chr3_18208744_18209390",7,47,37,19,24,37,26,12,66
"chr3_18511936_18512435",2,15,9,2,4,5,5,4,13
"chr3_18745098_18745943",14,43,36,8,30,40,42,6,66
"chr3_18891530_18892135",7,22,19,11,13,24,10,6,29
"chr3_18946435_18946982",9,31,33,11,7,30,21,11,49
"chr3_19213485_19214017",10,23,15,7,12,24,12,8,21
"chr3_19811604_19812188",16,77,60,19,26,63,43,12,69
"chr3_19816647_19817146",7,16,23,5,6,28,19,4,35
"chr3_19901821_19902390",8,42,26,6,9,26,21,6,44
"chr3_19931093_19932365",19,64,54,20,24,54,35,14,68
"chr3_19946707_19947422",63,288,251,91,103,206,121,56,265
"chr3_20039713_20040469",22,71,62,25,24,53,29,7,61
"chr3_20040533_20041137",15,38,26,14,13,26,16,10,40
"chr3_20041399_20041956",11,38,31,12,16,31,25,3,34
"chr3_20054489_20055132",12,44,48,11,25,31,27,7,30
"chr3_20060788_20061450",8,28,24,13,13,19,19,6,33
"chr3_20104263_20104775",13,28,21,3,26,18,15,4,16
"chr3_20125840_20126394",1,29,24,9,16,23,11,3,16
"chr3_20185715_20186696",73,235,237,71,111,195,122,51,228
"chr3_20307318_20308183",8,32,27,15,11,23,18,3,29
"chr3_20511718_20512256",7,32,28,10,23,22,18,4,26
"chr3_21484249_21485270",22,86,70,26,28,62,33,20,64
"chr3_21509624_21510225",14,25,14,4,8,19,13,1,26
"chr3_22089119_22089655",4,19,17,10,10,20,9,6,17
"chr3_22564003_22564554",13,36,42,11,23,33,22,7,35
"chr3_22713812_22714390",4,43,36,9,24,25,33,19,59
"chr3_23071651_23072258",11,45,28,17,17,37,13,9,36
"chr3_23113753_23114291",7,37,42,17,20,36,33,12,50
"chr3_23442547_23443059",5,6,8,3,9,6,7,5,14
"chr3_23877202_23877815",6,22,37,12,16,41,27,13,60
"chr3_23916458_23917542",45,150,153,49,57,112,65,26,159
"chr3_23945621_23946393",22,160,133,31,71,93,60,18,157
"chr3_23987343_23987891",2,22,13,6,8,17,19,7,21
"chr3_24237907_24238470",13,20,21,4,9,17,9,6,23
"chr3_24678293_24678901",12,42,43,11,20,33,19,10,53
"chr3_24773715_24774231",9,26,25,5,16,20,14,7,27
"chr3_25294248_25294881",27,86,81,22,31,58,35,24,68
"chr3_25427850_25428539",22,72,59,10,23,40,42,10,50
"chr3_25603717_25604625",24,84,102,41,42,102,74,24,125
"chr3_25664684_25665256",31,127,105,35,44,105,55,23,126
"chr3_25782676_25783690",18,84,73,29,44,68,47,17,88
"chr3_25789738_25790538",31,97,97,39,45,94,74,12,122
"chr3_27022095_27022820",8,32,35,12,18,14,18,7,26
"chr3_27171010_27171638",28,127,95,29,51,95,71,22,141
"chr3_27369199_27369827",18,53,61,19,37,67,47,17,98
"chr3_27484130_27484879",26,102,82,30,47,78,42,14,135
"chr3_27509280_27509879",4,24,24,16,15,19,18,7,24
"chr3_27521338_27521881",7,28,34,18,15,26,33,5,68
"chr3_27639131_27639710",6,29,14,5,16,36,15,9,43
"chr3_27666373_27667168",10,43,30,18,17,28,25,10,53
"chr3_27681112_27681839",4,16,10,9,11,14,7,2,12
"chr3_27711910_27712521",5,27,20,12,10,17,15,3,30
"chr3_27721423_27722598",20,79,51,11,29,45,27,9,64
"chr3_27976799_27977407",20,80,71,22,30,52,41,10,87
"chr3_28241201_28241799",43,135,96,34,45,97,66,19,138
"chr3_28251848_28252361",4,22,17,6,7,14,8,6,20
"chr3_28348367_28349479",55,218,198,86,99,154,120,28,234
"chr3_28376372_28376876",3,13,15,9,5,13,10,6,21
"chr3_28726779_28727299",5,13,14,2,9,10,7,6,16
"chr3_29153698_29154264",15,44,28,7,23,29,27,8,32
"chr3_30180202_30180754",4,18,19,9,13,27,24,14,41
"chr3_30193433_30193988",9,22,23,14,9,18,10,7,26
"chr3_30473201_30473783",8,22,14,13,16,19,15,8,45
"chr3_30511416_30511915",6,10,10,2,6,13,7,4,22
"chr3_30604123_30604353",1,7,15,1,3,9,7,5,17
"chr3_30606225_30606859",10,63,52,22,26,41,34,11,90
"chr3_30646394_30646983",15,37,44,16,13,36,30,6,87
"chr3_30649462_30650072",9,23,17,13,8,23,12,11,30
"chr3_30658232_30658791",8,14,14,11,16,22,11,3,21
"chr3_30693417_30693963",2,22,12,5,4,11,11,7,34
"chr3_31232294_31233109",15,41,32,12,16,30,20,8,55
"chr3_31233906_31234775",16,71,56,18,20,59,36,8,68
"chr3_31268743_31269351",10,26,19,9,13,26,14,3,35
"chr3_31522020_31522661",11,28,30,12,13,32,20,6,41
"chr3_31531777_31532869",44,189,188,58,111,153,106,31,230
"chr3_31661852_31662470",10,29,16,10,15,16,19,3,24
"chr3_31701167_31701689",4,26,14,12,7,12,10,7,30
"chr3_31713722_31714358",12,30,13,6,8,19,9,5,18
"chr3_32106186_32107073",20,99,81,46,49,72,45,18,101
"chr3_32145411_32146006",10,40,50,26,14,38,31,12,69
"chr3_32406381_32407030",12,25,23,10,8,24,17,5,31
"chr3_32502216_32502798",8,22,11,9,12,19,7,3,21
"chr3_32569898_32571346",21,74,44,34,21,53,29,8,65
"chr3_32577623_32578195",5,28,19,8,13,18,10,1,24
"chr3_32684830_32685486",22,83,68,45,33,71,36,11,96
"chr3_33096520_33097448",17,32,39,15,14,42,12,4,47
"chr3_33113771_33114862",28,109,70,24,36,70,25,15,86
"chr3_33440271_33440953",57,215,147,83,101,141,110,31,194
"chr3_33597238_33597754",10,19,15,8,5,13,4,2,26
"chr3_33658840_33659890",8,43,31,16,16,21,21,5,35
"chr3_33717535_33718597",16,56,33,17,25,31,29,7,49
"chr3_33791644_33792260",13,50,50,25,20,57,28,11,80
"chr3_33798296_33799327",26,78,52,24,34,73,29,12,60
"chr3_33911768_33912308",3,24,14,11,7,8,19,8,21
"chr3_36494426_36495162",16,33,17,4,15,16,8,7,16
"chr3_36787065_36787770",14,18,21,9,7,12,6,2,21
"chr3_36912377_36912923",11,40,27,10,22,26,11,3,42
"chr3_36992809_36993590",48,237,197,76,128,189,128,49,236
"chr3_37175552_37176865",20,86,52,32,38,58,22,8,65
"chr3_37242954_37243750",18,40,50,20,21,25,20,5,43
"chr3_38024738_38025451",16,84,79,51,35,85,27,16,101
"chr3_38039786_38040311",9,28,10,7,2,18,6,6,10
"chr3_38108670_38109240",3,15,13,9,11,13,7,7,15
"chr3_38136822_38137579",24,88,64,27,51,74,56,17,77
"chr3_38164812_38165770",32,125,95,43,53,86,78,20,142
"chr3_38346381_38347085",8,29,16,16,19,20,11,7,35
"chr3_38495767_38496612",9,36,21,16,18,18,21,3,29
"chr3_39255446_39256103",9,42,26,9,22,26,14,6,50
"chr3_39383262_39384658",20,93,48,48,33,59,34,8,88
"chr3_39406245_39406982",14,62,48,39,37,52,23,13,66
"chr3_40299766_40300327",8,33,17,12,12,19,12,5,40
"chr3_40309338_40309961",20,54,55,30,27,36,34,11,58
"chr3_40452988_40453643",20,64,43,31,31,55,32,14,65
"chr3_40457033_40457561",8,22,20,16,28,15,10,4,33
"chr3_40524578_40525245",5,25,18,19,13,11,11,4,16
"chr3_40623307_40624074",11,25,15,9,11,20,11,2,30
"chr3_41117216_41117906",15,54,38,17,15,29,15,5,38
"chr3_41199096_41199703",11,35,16,13,18,23,7,5,37
"chr3_41961855_41962678",26,108,88,42,56,75,55,14,103
"chr3_42012510_42013381",11,33,22,12,17,23,26,3,34
"chr3_42590473_42591078",16,65,50,32,33,43,27,10,60
"chr3_42600117_42601046",20,87,58,34,56,53,40,12,88
"chr3_42772489_42773481",14,45,30,15,22,21,18,7,34
"chr3_42804266_42804953",5,32,16,10,16,21,14,6,27
"chr3_43256493_43257230",6,24,23,15,7,27,12,7,25
"chr3_43621754_43622609",22,79,62,31,55,61,42,11,61
"chr3_43690542_43691242",11,45,38,10,23,29,13,4,34
"chr3_44338058_44338993",24,93,76,32,73,67,42,19,65
"chr3_44439519_44440241",12,44,28,24,21,34,18,7,37
"chr3_44761367_44762043",14,30,24,12,32,25,24,2,32
"chr3_45034497_45035386",10,35,20,14,14,19,8,4,20
"chr3_45388182_45388816",6,26,15,12,16,17,8,3,24
"chr3_45593334_45594136",4,36,17,11,16,14,12,2,19
"chr3_45688671_45689583",26,71,44,28,37,51,35,10,59
"chr3_45841787_45842398",8,35,16,15,23,9,12,4,28
"chr3_45972516_45973133",10,19,13,20,3,11,14,6,24
"chr3_46976434_46977086",20,64,59,30,52,34,40,18,55
"chr3_46987514_46988190",4,28,15,10,12,12,13,1,10
"chr3_47163883_47164636",1,31,12,12,19,8,6,2,18
"chr3_47282448_47283116",7,25,22,14,19,17,20,3,24
"chr3_47380547_47381516",27,78,54,23,51,46,28,8,49
"chr3_47475713_47476293",8,40,22,14,40,23,20,8,42
"chr3_47513189_47513874",11,52,60,23,38,42,28,6,37
"chr3_47781692_47782318",11,33,31,22,29,26,21,8,26
"chr3_48088608_48089447",14,67,51,34,39,41,31,9,40
"chr3_48187926_48188854",11,56,40,18,40,24,15,7,44
"chr3_48439795_48440453",11,39,30,22,20,18,20,8,39
"chr3_48556706_48557404",14,71,67,30,64,39,40,12,61
"chr3_48609358_48609950",6,18,17,9,10,12,8,7,16
"chr3_48635060_48635927",8,44,26,14,22,27,17,5,29
"chr3_48663487_48664402",23,52,36,21,36,28,28,3,34
"chr3_48918366_48919186",12,38,25,12,16,23,18,4,17
"chr3_49007000_49008160",9,63,33,17,27,31,22,5,33
"chr3_49021043_49022326",28,65,57,30,48,44,36,14,43
"chr3_49029058_49029742",11,32,34,16,23,18,15,3,27
"chr3_49093816_49094733",19,89,58,31,47,60,29,13,58
"chr3_49339685_49340360",8,36,24,10,12,9,8,2,19
"chr3_49358087_49358952",6,48,38,20,28,21,13,2,30
"chr3_49411829_49412686",18,60,58,30,48,45,52,16,57
"chr3_49469775_49470567",9,55,45,17,42,34,16,8,40
"chr3_49539607_49540587",7,56,24,14,20,24,15,1,26
"chr3_49673590_49674641",28,109,72,54,46,49,37,9,79
"chr3_49723745_49724326",9,37,38,20,27,20,11,5,28
"chr3_49785909_49787039",13,67,45,29,36,37,36,5,47
"chr3_49939710_49940664",13,71,52,24,30,33,19,6,46
"chr3_50088537_50089286",2,20,13,10,12,11,8,0,10
"chr3_50235712_50236320",20,83,52,28,48,51,35,14,63
"chr3_50292163_50292796",12,31,38,24,24,23,22,4,37
"chr3_50299005_50299859",16,63,49,33,37,34,32,6,69
"chr3_50327990_50328518",7,37,31,10,14,18,10,1,15
"chr3_50337199_50337870",20,70,45,30,48,40,39,14,59
"chr3_50350597_50351312",11,50,30,20,17,19,15,6,30
"chr3_50358928_50359901",15,71,39,23,25,29,35,8,49
"chr3_50568928_50569645",11,31,29,16,12,30,12,5,37
"chr3_50611608_50612385",6,35,37,14,22,17,23,6,31
"chr3_50616725_50617284",6,40,25,14,22,25,26,4,30
"chr3_51384781_51385400",10,43,40,22,37,44,22,7,54
"chr3_51390866_51391394",7,32,26,15,18,11,10,4,28
"chr3_51499109_51500548",25,92,103,59,87,82,57,8,88
"chr3_51670765_51671500",8,43,29,8,29,21,16,8,26
"chr3_51941671_51942492",31,111,78,34,50,64,43,17,68
"chr3_52056615_52057732",22,67,40,23,40,24,28,4,41
"chr3_52154165_52155118",9,68,31,30,22,35,26,8,39
"chr3_52197683_52198416",8,36,39,12,20,23,28,5,30
"chr3_52225405_52226470",12,35,16,18,15,19,19,3,32
"chr3_52253129_52253759",8,29,23,14,17,14,12,7,15
"chr3_52287535_52288303",7,28,18,9,22,9,16,2,16
"chr3_52409758_52410937",21,69,59,31,48,48,35,8,64
"chr3_52498037_52499195",19,70,57,44,45,37,29,19,53
"chr3_52536205_52536834",11,56,46,22,31,24,20,6,48
"chr3_52685627_52686240",5,33,11,9,12,20,10,1,18
"chr3_52705517_52706329",20,37,19,11,12,16,13,8,26
"chr3_52770724_52771302",7,26,12,12,17,19,6,4,22
"chr3_53168939_53169822",13,36,27,15,13,20,19,8,25
"chr3_53269813_53270550",12,35,32,11,12,29,10,9,29
"chr3_53347277_53347991",13,34,32,20,19,31,18,6,46
"chr3_53891669_53892267",14,73,56,27,51,50,38,9,77
"chr3_54986116_54986724",13,21,12,5,5,7,8,1,5
"chr3_56157389_56158110",10,31,29,17,11,24,16,6,32
"chr3_56556778_56557416",11,19,10,12,15,16,9,3,33
"chr3_57227335_57227995",11,37,27,15,10,11,8,3,18
"chr3_57597201_57597919",26,102,79,41,50,70,31,17,85
"chr3_58305914_58306737",17,54,44,16,25,32,26,10,43
"chr3_58335038_58335584",5,30,26,15,9,12,14,6,40
"chr3_58355980_58356490",14,18,17,10,9,20,19,3,32
"chr3_58433333_58434094",11,55,39,20,37,42,21,8,54
"chr3_58491502_58492208",6,25,20,16,17,19,12,9,24
"chr3_59709431_59710199",5,25,21,11,11,14,9,2,12
"chr3_60386321_60386820",6,14,9,11,10,11,5,4,25
"chr3_60856179_60856872",14,27,14,17,12,19,16,5,35
"chr3_60992301_60992879",2,28,19,16,14,27,15,2,41
"chr3_61249863_61250438",11,57,29,24,21,34,31,8,62
"chr3_61251192_61251799",22,54,45,19,20,40,19,12,71
"chr3_63343621_63344244",12,36,29,6,19,27,17,6,51
"chr3_63911745_63912348",9,36,14,5,23,18,15,5,32
"chr3_63937544_63938159",9,20,21,11,13,21,17,6,52
"chr3_64023009_64023781",14,58,29,13,12,30,23,1,46
"chr3_66220476_66221264",26,71,61,26,33,46,32,12,70
"chr3_66971765_66972644",3,37,14,12,15,20,21,6,31
"chr3_66997747_66998480",53,224,182,74,100,172,98,37,197
"chr3_67113670_67114169",9,27,13,9,6,12,11,3,17
"chr3_67389069_67389747",2,14,18,5,15,17,14,6,31
"chr3_67653713_67654930",26,78,60,20,34,47,28,10,61
"chr3_69013216_69014041",12,56,45,23,18,44,28,7,56
"chr3_69051620_69052662",26,106,67,38,48,73,44,5,86
"chr3_69084572_69085192",18,54,52,23,24,43,42,10,76
"chr3_69368072_69368753",7,33,26,9,15,25,18,6,37
"chr3_69500489_69501121",1,11,9,4,4,8,9,6,16
"chr3_69541930_69542790",15,38,17,5,10,14,10,4,25
"chr3_69558839_69559362",9,24,19,12,4,24,16,5,34
"chr3_69739028_69739599",13,55,31,19,19,45,26,5,54
"chr3_71130440_71131145",11,29,23,8,7,22,11,3,27
"chr3_71443881_71444764",24,94,79,34,40,68,40,16,85
"chr3_71542440_71543081",20,59,57,25,22,59,33,10,67
"chr3_71547723_71548286",6,19,22,13,9,13,12,7,28
"chr3_71629564_71630189",8,31,22,8,14,32,13,10,47
"chr3_71779817_71780441",14,39,28,21,10,25,25,9,51
"chr3_72031401_72031975",11,32,26,8,14,28,6,1,37
"chr3_72086318_72086920",3,20,23,13,18,13,16,5,33
"chr3_72100498_72101257",14,41,25,12,19,29,20,4,44
"chr3_72163657_72164317",11,34,31,26,16,43,22,6,43
