Chromosome/scaffold name	Gene name	Gene % GC content	Entrezgene	Gene start (bp)	Gene end (bp)	 type
17	SAMD14	55.71	201191	50110040	50130160	protein_coding
12	EMP1	44.21	2012	13196723	13219941	protein_coding
17	LYRM9	47.84	201229	27878314	27894752	protein_coding
17	SLC16A13	56.06	201232	7036015	7040117	protein_coding
17	CENPX	65.43	201254	82018702	82024107	protein_coding
17	LRRC45	64.95	201255	82023305	82031151	protein_coding
HSCHR17_9_CTG4	SLC39A11	43.86	201266	4470	16476	protein_coding
17	SLC39A11	45.91	201266	72645949	73092712	protein_coding
17	AMZ2P1	41.54	201283	64966550	64975630	lncRNA
17	TRIM65	54.86	201292	75880335	75896951	protein_coding
17	UNC13D	59.70	201294	75827225	75844785	protein_coding
HSCHR17_7_CTG4	RDM1	43.27	201299	152598	165305	protein_coding
17	RDM1	43.27	201299	35918066	35930773	protein_coding
17	SPNS3	53.26	201305	4433940	4488208	protein_coding
19	EMP3	52.78	2014	48321509	48330553	protein_coding
18	FBXO15	40.53	201456	74073353	74147843	protein_coding
18	RAB12	42.23	201475	8609437	8639383	protein_coding
18	DLGAP1-AS3	43.04	201477	3878058	3897069	lncRNA
19	ADGRE1	44.41	2015	6887566	6940459	protein_coding
18	ZBTB7C	46.94	201501	48026672	48410752	protein_coding
19	ZNF584	49.24	201514	58401504	58431736	protein_coding
3	HACD2	40.51	201562	123490820	123585053	protein_coding
3	STT3B	35.96	201595	31532638	31637616	protein_coding
3	DNAH12	38.66	201625	57293699	57544344	protein_coding
3	PDE12	41.25	201626	57556274	57566848	protein_coding
3	DENND6A	39.72	201627	57625454	57693077	protein_coding
3	TIGIT	41.84	201633	114276913	114310288	protein_coding
HG2115_PATCH	CTTN	52.81	2017	159692	197872	protein_coding
11	CTTN	52.81	2017	70398404	70436584	protein_coding
4	C4orf46	41.10	201725	158666675	158672255	protein_coding
4	SLC10A4	43.58	201780	48483343	48489526	protein_coding
4	TIGD4	38.28	201798	152769354	152779730	protein_coding
4	TMEM154	41.51	201799	152618628	152680012	protein_coding
4	LINC00504	39.48	201853	14470465	14888169	lncRNA
4	SMIM14	41.40	201895	39546336	39638902	protein_coding
4	TMEM192	41.86	201931	165070608	165208549	protein_coding
4	RWDD4	40.25	201965	183639635	183659203	protein_coding
4	PRIMPOL	41.26	201973	184649667	184694963	protein_coding
6	CRYBG1	40.14	202	106360717	106572017	protein_coding
4	TAPT1	38.85	202018	16160505	16227410	protein_coding
5	SPATA24	51.18	202051	139396563	139404089	protein_coding
5	DNAJC18	44.33	202052	139408588	139444491	protein_coding
9	ENDOG	61.55	2021	128818500	128822676	protein_coding
5	RANBP3L	36.62	202151	36246913	36302114	protein_coding
9	ENG	53.14	2022	127815013	127854658	protein_coding
HSCHR5_2_CTG1_1	CCDC125	43.78	202243	64464	115923	protein_coding
5	CCDC125	43.76	202243	69280175	69332809	protein_coding
5	LINC01554	46.15	202299	95838245	95860141	lncRNA
1	ENO1	50.15	2023	8861000	8879190	protein_coding
5	GAPT	35.70	202309	58491435	58497090	protein_coding
5	CMYA5	40.69	202333	79689836	79800240	protein_coding
6	OSTCP1	45.34	202459	158841117	158857632	lncRNA
6	TCTE1	50.79	202500	44278734	44297698	protein_coding
6	KHDRBS2	34.84	202559	61679961	62286225	protein_coding
12	ENO2	55.33	2026	6913745	6923698	protein_coding
HSCHR6_MHC_DBB_CTG1	RPP21	44.79	202658	1585152	1602730	protein_coding
HSCHR6_MHC_COX_CTG1	RPP21	44.82	202658	1808989	1826565	protein_coding
HSCHR6_MHC_MANN_CTG1	RPP21	44.81	202658	1639537	1657118	protein_coding
HSCHR6_MHC_APD_CTG1	RPP21	44.79	202658	1658802	1676380	protein_coding
HSCHR6_MHC_QBL_CTG1	RPP21	44.78	202658	1584387	1601966	protein_coding
HSCHR6_MHC_SSTO_CTG1	RPP21	44.79	202658	1627766	1645341	protein_coding
6	TRIM39-RPP21	44.68	202658	30328907	30346854	protein_coding
6	RPP21	53.76	202658	30345131	30346884	protein_coding
17	ENO3	58.22	2027	4948092	4957131	protein_coding
7	PAXIP1-DT	48.80	202781	155003421	155005703	lncRNA
4	ENPEP	38.57	2028	110365733	110565285	protein_coding
1	ENSA	45.32	2029	150600851	150629612	protein_coding
7	TMEM184A	62.84	202915	1542235	1560821	protein_coding
9	AK1	60.13	203	127866486	127877675	protein_coding
6	SLC29A1	56.81	2030	44219553	44234142	protein_coding
HG2419_PATCH	ADCK5	57.52	203054	103704	123845	protein_coding
8	ADCK5	57.52	203054	144373101	144393242	protein_coding
8	TSNARE1	55.69	203062	142212080	142403182	protein_coding
HSCHR6_MHC_DBB_CTG1	TUBB	53.06	203068	1976051	1981276	protein_coding
HSCHR6_MHC_MANN_CTG1	TUBB	53.06	203068	2030452	2035677	protein_coding
HSCHR6_MHC_COX_CTG1	TUBB	53.04	203068	2199940	2205165	protein_coding
HSCHR6_MHC_APD_CTG1	TUBB	53.06	203068	2049704	2054929	protein_coding
HSCHR6_MHC_MCF_CTG1	TUBB	53.06	203068	2064276	2069501	protein_coding
HSCHR6_MHC_QBL_CTG1	TUBB	53.07	203068	1975313	1980539	protein_coding
HSCHR6_MHC_SSTO_CTG1	TUBB	53.04	203068	2020987	2026212	protein_coding
6	TUBB	50.80	203068	30717435	30725538	protein_coding
8	R3HCC1	47.98	203069	23270120	23296279	protein_coding
8	HTRA4	45.86	203100	38974228	38988663	protein_coding
HSCHR8_9_CTG1	ADAM32	37.70	203102	12673	190626	protein_coding
8	ADAM32	37.69	203102	39106990	39284917	protein_coding
8	ERICH5	42.49	203111	98064522	98093610	protein_coding
9	TMEM268	47.67	203197	114611206	114646422	protein_coding
9	C9orf72	36.96	203228	27535640	27573866	protein_coding
9	CCDC171	37.42	203238	15553043	16061663	protein_coding
9	NAIF1	54.62	203245	128061233	128068206	protein_coding
9	FAM219A	47.16	203259	34398184	34458570	protein_coding
9	CCDC107	52.82	203260	35658290	35661511	protein_coding
9	ANKS6	46.95	203286	98731329	98796965	protein_coding
22	EP300	42.02	2033	41092592	41180077	protein_coding
9	SUSD3	52.28	203328	93058688	93085133	protein_coding
2	EPAS1	46.71	2034	46293667	46386697	protein_coding
X	SLC25A43	45.23	203427	119399336	119454478	protein_coding
1	EPB41	41.87	2035	28887091	29120046	protein_coding
X	INTS6L	38.59	203522	135520659	135582510	protein_coding
X	ZNF449	37.89	203523	135344796	135363413	protein_coding
X	VMA21	41.50	203547	151396515	151409364	protein_coding
20	EPB41L1	49.98	2036	36091504	36232799	protein_coding
6	EPB41L2	38.60	2037	130839347	131063322	protein_coding
15	EPB42	50.03	2038	43197227	43221018	protein_coding
11	ANO5	36.43	203859	21782659	22283567	protein_coding
8	DMTN	54.92	2039	22048995	22082527	protein_coding
1	AK2	46.32	204	33007986	33080996	protein_coding
9	STOM	39.57	2040	121338987	121370304	protein_coding
12	RPSAP52	41.00	204010	65758020	65826997	lncRNA
HG708_PATCH	EPHA1	52.59	2041	9653	28220	protein_coding
7	EPHA1	52.59	2041	143390289	143408856	protein_coding
15	CERS3	40.80	204219	100400395	100544995	protein_coding
2	EPHA4	40.26	2043	221418027	221574202	protein_coding
3	EPHB1	44.82	2047	134795260	135260467	protein_coding
1	EPHB2	51.95	2048	22710839	22921500	protein_coding
19	NLRP11	42.56	204801	55785397	55836800	protein_coding
1	HIPK1	39.78	204851	113929324	113977869	protein_coding
3	EPHB3	58.43	2049	184561785	184582408	protein_coding
1	SLC44A5	36.99	204962	75202129	75611114	protein_coding
1	AK4	42.62	205	65147549	65232145	protein_coding
7	EPHB4	54.77	2050	100802565	100827523	protein_coding
HSCHR7_2_CTG6	EPHB6	52.37	2051	878117	894135	protein_coding
7	EPHB6	52.35	2051	142855061	142871094	protein_coding
1	EPHX1	50.75	2052	225810124	225845563	protein_coding
2	MTLN	40.57	205251	110211529	110245420	protein_coding
8	EPHX2	47.54	2053	27490781	27545564	protein_coding
2	C2orf69	37.98	205327	199911293	199955935	protein_coding
12	STX2	45.86	2054	130789600	130839254	protein_coding
3	DIPK2A	37.12	205428	143971823	144048719	protein_coding
HSCHR8_7_CTG1	CLN8	49.11	2055	168436	199228	protein_coding
8	CLN8	48.06	2055	1755778	1801711	protein_coding
3	SENP5	42.03	205564	196867856	196934714	protein_coding
19	EPOR	57.06	2057	11377207	11384342	protein_coding
3	USF3	40.61	205717	113648385	113696646	protein_coding
1	EPRS1	38.09	2058	219968600	220046530	protein_coding
12	EPS8	37.25	2059	15620134	15882329	protein_coding
1	EPS15	38.05	2060	51354263	51519328	protein_coding
19	NR2F6	58.96	2063	17231883	17245919	protein_coding
5	LVRN	37.71	206338	115962454	116027619	protein_coding
5	SLC36A1	42.72	206358	151437046	151492379	protein_coding
17	ERBB2	52.09	2064	39687914	39730426	protein_coding
6	C6orf163	40.23	206412	87344813	87365463	protein_coding
12	ERBB3	50.12	2065	56076799	56103505	protein_coding
19	ERCC1	52.10	2067	45407334	45478828	protein_coding
19	ERCC2	56.56	2068	45349837	45370918	protein_coding
4	EREG	36.63	2069	74365145	74388749	protein_coding
14	AKT1	64.08	207	104769349	104795751	protein_coding
Y	DHRSX	47.11	207063	2219506	2502805	protein_coding
X	DHRSX	47.11	207063	2219506	2502805	protein_coding
2	ERCC3	46.18	2071	127257290	127294166	protein_coding
HSCHR7_2_CTG6	PRSS59P	41.50	207147	230181	234134	lncRNA
7	PRSS59P	41.65	207147	142265833	142271301	transcribed_unitary_pseudogene
7	PRSS59P	41.55	207147	142268284	142272235	lncRNA
16	ERCC4	39.59	2072	13920138	13952348	protein_coding
13	ERCC5	39.58	2073	102845831	102875995	protein_coding
10	ERCC6	40.44	2074	49454168	49539538	protein_coding
19	ERF	64.05	2077	42247569	42255128	protein_coding
21	ERG	41.91	2078	38380027	38661780	protein_coding
14	ERH	40.20	2079	69380128	69398299	protein_coding
19	AKT2	53.61	208	40230317	40285536	protein_coding
17	ERN1	45.09	2081	64039080	64130819	protein_coding
7	ERV3-1	45.72	2086	64990356	65006743	protein_coding
HG2021_PATCH	FBL	48.26	2091	94334	106255	protein_coding
19	FBL	48.26	2091	39834458	39846379	protein_coding
13	ESD	34.83	2098	46771256	46797420	protein_coding
6	ESR1	39.66	2099	151656691	152129619	protein_coding
16	ABCA3	53.03	21	2275881	2340746	protein_coding
9	ALAD	51.37	210	113386312	113401290	protein_coding
14	ESR2	41.74	2100	64084232	64338112	protein_coding
11	ESRRA	57.13	2101	64305497	64316743	protein_coding
14	ESRRB	48.69	2103	76310712	76501837	protein_coding
1	ESRRG	38.06	2104	216503246	217137755	protein_coding
5	ETF1	42.99	2107	138506095	138543236	protein_coding
15	ETFA	43.06	2108	76188555	76311730	protein_coding
19	ETFB	51.45	2109	51345169	51366388	protein_coding
3	ALAS1	45.47	211	52198086	52214327	protein_coding
4	ETFDH	38.11	2110	158671968	158710742	protein_coding
11	ETS1	42.50	2113	128458761	128587558	protein_coding
21	ETS2	46.16	2114	38805183	38824955	protein_coding
7	ETV1	36.30	2115	13891229	13991425	protein_coding
19	ETV2	64.89	2116	35641745	35644871	protein_coding
1	ETV3	43.29	2117	157121191	157138474	protein_coding
17	ETV4	50.23	2118	43527844	43579620	protein_coding
3	ETV5	42.69	2119	186046314	186110318	protein_coding
X	ALAS2	43.13	212	55009055	55030977	protein_coding
12	ETV6	43.20	2120	11649674	11895377	protein_coding
4	EVC	47.40	2121	5711201	5814305	protein_coding
3	MECOM	37.45	2122	169083499	169663775	protein_coding
17	EVI2A	32.83	2123	31316410	31321749	protein_coding
HG2407_PATCH	EVI2B	37.08	2124	382932	393259	protein_coding
17	EVI2B	37.11	2124	31303770	31314105	protein_coding
17	EVPL	59.41	2125	76004502	76027306	protein_coding
4	ALB	34.86	213	73397114	73421482	protein_coding
22	EWSR1	44.02	2130	29268009	29300525	protein_coding
8	EXT1	41.16	2131	117794490	118111826	protein_coding
11	EXT2	40.51	2132	44095648	44251962	protein_coding
1	EXTL1	55.41	2134	26019884	26036464	protein_coding
1	EXTL2	38.14	2135	100872372	100895179	protein_coding
8	EXTL3	44.35	2137	28600469	28756561	protein_coding
20	EYA2	45.44	2139	46894624	47188844	protein_coding
3	ALCAM	35.29	214	105366909	105576900	protein_coding
1	EYA3	39.51	2140	27970344	28088637	protein_coding
17	EZH1	45.44	2145	42700275	42745049	protein_coding
7	EZH2	39.19	2146	148807257	148884321	protein_coding
5	F2R	42.64	2149	76716126	76735770	protein_coding
X	ABCD1	58.35	215	153724856	153744755	protein_coding
5	F2RL1	44.69	2150	76818933	76835315	protein_coding
5	F2RL2	40.60	2151	76615482	76623413	protein_coding
1	F3	43.36	2152	94529173	94541759	protein_coding
1	F5	38.05	2153	169511951	169586588	protein_coding
13	F7	61.36	2155	113105788	113120685	protein_coding
X	F8	39.69	2157	154835788	155026940	protein_coding
9	ALDH1A1	36.05	216	72900671	73080442	protein_coding
4	F11	40.07	2160	186266189	186289681	protein_coding
5	F12	53.32	2161	177402133	177416583	protein_coding
6	F13A1	41.74	2162	6144084	6321013	protein_coding
1	FAAH	55.33	2166	46394317	46413848	protein_coding
12	ALDH2	48.79	217	111766887	111817532	protein_coding
1	FABP3	50.58	2170	31365253	31376850	protein_coding
8	FABP5	44.25	2171	81280536	81284777	protein_coding
5	FABP6	48.54	2172	160187367	160238735	protein_coding
16	FANCA	50.96	2175	89726683	89816977	protein_coding
9	FANCC	41.78	2176	95099054	95426796	protein_coding
3	FANCD2	42.79	2177	10026370	10101932	protein_coding
6	FANCE	50.45	2178	35452338	35467104	protein_coding
17	ALDH3A1	57.83	218	19737984	19748943	protein_coding
4	ACSL1	44.71	2180	184755595	184826818	protein_coding
2	ACSL3	39.46	2181	222860942	222944639	protein_coding
X	ACSL4	39.16	2182	109624244	109733403	protein_coding
15	FAH	49.96	2184	80152490	80186946	protein_coding
8	PTK2B	46.91	2185	27311482	27459391	protein_coding
17	BPTF	40.87	2186	67825503	67984378	protein_coding
X	FANCB	38.35	2187	14690388	14873255	protein_coding
11	FANCF	43.69	2188	22622533	22625823	protein_coding
9	FANCG	53.23	2189	35073835	35080004	protein_coding
9	ALDH1B1	51.33	219	38392702	38398661	protein_coding
22	FBLN1	53.13	2192	45502238	45601135	protein_coding
7	SAMD9L	39.59	219285	93130056	93148385	protein_coding
1	ATAD3C	56.97	219293	1449689	1470163	protein_coding
19	FARSA	53.91	2193	12922479	12934037	protein_coding
13	USP12	38.81	219333	27066156	27171811	protein_coding
10	PLAC9	50.35	219348	80131682	80145359	protein_coding
17	FASN	66.65	2194	82078338	82098294	protein_coding
13	MTIF3	42.60	219402	27435643	27450591	protein_coding
4	FAT1	41.53	2195	186587794	186726722	protein_coding
11	SMTNL1	51.95	219537	57537595	57550272	protein_coding
11	YPEL4	55.21	219539	57645087	57649944	protein_coding
11	MED19	45.66	219541	57703710	57712221	protein_coding
5	FAT2	46.28	2196	151504092	151591331	protein_coding
10	CABCOCO1	35.15	219621	61662929	61766766	protein_coding
10	TMEM26	35.90	219623	61406642	61453381	protein_coding
10	ZCCHC24	53.44	219654	79382325	79445624	protein_coding
10	ENKUR	38.61	219670	24981979	25062279	protein_coding
10	ARMC3	38.55	219681	22928024	23038523	protein_coding
10	UNC5B	54.37	219699	71212570	71302864	protein_coding
11	FAU	53.42	2197	65120630	65122177	protein_coding
10	PROSER2-AS1	50.58	219731	11849608	11894700	lncRNA
10	STOX1	45.18	219736	68827531	68895432	protein_coding
10	FAM241B	56.18	219738	69630247	69633596	protein_coding
10	TYSND1	53.28	219743	70137981	70146700	protein_coding
10	ZNF25	40.16	219749	37949573	37976647	protein_coding
10	CCNY	43.24	219771	35247025	35572669	protein_coding
10	RTKN2	35.19	219790	62183035	62268844	protein_coding
10	TBATA	53.91	219793	70771238	70785401	protein_coding
11	KCNJ5-AS1	52.18	219833	128899565	128906044	lncRNA
11	HYLS1	41.34	219844	125883614	125900646	protein_coding
11	TMEM218	40.83	219854	125094389	125111763	protein_coding
11	SLC37A2	52.71	219855	125063302	125090516	protein_coding
11	TBCEL	36.59	219899	121024072	121090776	protein_coding
3	FBLN2	53.59	2199	13549125	13638422	protein_coding
11	TLCD5	42.86	219902	120325296	120333686	protein_coding
11	MRPL21	50.69	219927	68891276	68903835	protein_coding
11	TPCN2	56.48	219931	69048932	69136316	protein_coding
11	OR5B21	43.88	219968	58506807	58508105	protein_coding
11	GLYATL2	39.11	219970	58834065	58904215	protein_coding
11	MPEG1	46.97	219972	59208510	59212927	protein_coding
11	PATL1	39.89	219988	59636716	59669037	protein_coding
X	ABCB7	36.00	22	75051048	75156732	protein_coding
15	ALDH1A3	48.81	220	100877714	100916626	protein_coding
15	FBN1	38.91	2200	48408313	48645721	protein_coding
11	VWCE	51.52	220001	61258286	61295316	protein_coding
11	CYB561A3	52.14	220002	61348754	61362283	protein_coding
11	SAXO4	57.34	220004	61481120	61490931	protein_coding
11	DDIAS	39.78	220042	82899975	82958277	protein_coding
11	CCDC83	39.91	220047	85855101	85920021	protein_coding
11	LTO1	53.52	220064	69653076	69675416	protein_coding
11	SHANK2-AS3	52.49	220070	70862790	70865115	lncRNA
11	LRTOMT	48.88	220074	72080331	72110782	protein_coding
13	CBY2	45.42	220082	45702320	45714559	protein_coding
5	FBN2	37.12	2201	128257909	128659185	protein_coding
13	DLEU7	39.90	220107	50519364	50843939	protein_coding
18	SKA1	39.35	220134	50375040	50394168	protein_coding
HSCHR18_1_CTG1_1	SKA1	39.41	220134	82802	101980	protein_coding
18	CFAP53	41.18	220136	50227193	50266495	protein_coding
18	GTSCR1	37.25	220158	70630519	70650953	lncRNA
18	DOK6	36.19	220164	69400888	69849087	protein_coding
10	OTUD1	53.28	220213	23439075	23442377	protein_coding
9	FBP1	48.66	2203	94603133	94640249	protein_coding
11	OAF	55.52	220323	120211032	120230334	protein_coding
11	TIGD3	63.50	220359	65354751	65357613	protein_coding
11	CCDC89	42.25	220388	85683848	85686195	protein_coding
HSCHR19KIR_ABC08_A1_HAP_CTG3_1	FCAR	47.88	2204	153195	169419	protein_coding
HSCHR19KIR_CA01-TB01_CTG3_1	FCAR	47.46	2204	203308	220493	protein_coding
HSCHR19KIR_FH05_A_HAP_CTG3_1	FCAR	47.88	2204	160268	176492	protein_coding
HSCHR19KIR_FH06_BA1_HAP_CTG3_1	FCAR	47.88	2204	151615	167839	protein_coding
HSCHR19KIR_FH08_A_HAP_CTG3_1	FCAR	47.46	2204	148466	165638	protein_coding
HSCHR19KIR_FH05_B_HAP_CTG3_1	FCAR	47.88	2204	244487	260711	protein_coding
HSCHR19KIR_FH06_A_HAP_CTG3_1	FCAR	47.88	2204	150198	166422	protein_coding
HSCHR19KIR_HG2393_CTG3_1	FCAR	47.46	2204	20566	37751	protein_coding
HSCHR19LRC_COX2_CTG3_1	FCAR	47.61	2204	519503	536649	protein_coding
HSCHR19LRC_PGF1_CTG3_1	FCAR	47.51	2204	778610	795778	protein_coding
HSCHR19_4_CTG3_1	FCAR	47.56	2204	856818	873900	protein_coding
19	FCAR	47.46	2204	54874235	54891420	protein_coding
13	LRRC63	36.65	220416	46211928	46277115	protein_coding
18	RNF152	42.43	220441	61808067	61894247	protein_coding
HG2577_PATCH	FCER1A	38.03	2205	41540	60050	protein_coding
1	FCER1A	38.03	2205	159289714	159308224	protein_coding
11	MS4A2	38.41	2206	60088261	60098467	protein_coding
1	FCER1G	49.29	2207	161215234	161220699	protein_coding
3	SDHAP4	45.91	220729	197578213	197627930	lncRNA
19	FCER2	53.51	2208	7688758	7702146	protein_coding
9	ZNG1E	36.05	220869	65668805	65734041	protein_coding
1	FCGR1A	42.01	2209	149782671	149791675	protein_coding
10	ZNF438	39.39	220929	30820207	31031937	protein_coding
10	ZEB1-AS1	38.57	220930	31206278	31320447	lncRNA
10	SLC16A9	40.06	220963	59650764	59736002	protein_coding
HSCHR10_1_CTG2	MARCHF8	47.20	220972	295418	305158	protein_coding
10	MARCHF8	40.34	220972	45454585	45594906	protein_coding
10	ZNF22-AS1	44.41	220979	44997698	45000888	lncRNA
10	TMEM72-AS1	46.34	220980	44793119	44959724	lncRNA
2	HNRNPA3	39.56	220988	177212694	177223959	protein_coding
10	ZNF485	40.89	220992	43606419	43617904	protein_coding
11	ALDH3B1	58.40	221	68008578	68029282	protein_coding
1	FCGR1BP	41.98	2210	121087298	121097161	lncRNA
10	RASGEF1A	56.42	221002	43194535	43267065	protein_coding
10	REEP3	38.33	221035	63521401	63625128	protein_coding
10	JMJD1C	38.11	221037	63167221	63521850	protein_coding
10	RPP38-DT	48.17	221060	15095385	15097319	lncRNA
10	FAM171A1	45.04	221061	15211643	15371289	protein_coding
10	NSUN6	40.26	221078	18545561	18659285	protein_coding
10	ARL5B	37.18	221079	18659431	18681639	protein_coding
11	HNRNPUL2	46.25	221092	62712630	62727457	protein_coding
11	ALKBH3	40.80	221120	43880811	43920274	protein_coding
13	EEF1AKMT1	41.53	221143	20728731	20773961	protein_coding
13	SKA3	39.77	221150	21153595	21176552	protein_coding
13	MICU2	38.29	221154	21492691	21604181	protein_coding
13	SPATA13	44.13	221178	23979805	24307074	protein_coding
13	SPATA13	44.18	221178	23979810	24035027	lncRNA
16	CPNE2	54.03	221184	57092583	57148369	protein_coding
16	ADGRG5	47.09	221188	57542643	57591681	protein_coding
16	PRSS54	45.92	221191	58279997	58295047	protein_coding
1	FCGR2A	43.82	2212	161505430	161524013	protein_coding
6	AK9	38.27	221264	109492855	109691217	protein_coding
6	NT5DC1	36.29	221294	116100851	116249497	protein_coding
1	FCGR2B	47.24	2213	161663143	161678654	protein_coding
6	ZUP1	36.54	221302	116635618	116668794	protein_coding
6	TBC1D32	35.75	221322	121079494	121334745	protein_coding
6	BEND6	38.46	221336	56955107	57027346	protein_coding
1	FCGR3A	45.02	2214	161541759	161550968	protein_coding
6	TDRD6	37.94	221400	46687875	46704319	protein_coding
